file_name,folder,bpm,key,feel,mode
rapsavedme-4-1-0-1-0.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
rapsavedme-4-1-0-1-1.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
rapsavedme-4-1-0-1-2.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
rapsavedme-4-1-0-1-3.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
rapsavedme-4-1-0-1-4.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
rapsavedme-4-1-0-1-5.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
rapsavedme-4-1-0-1-6.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
rapsavedme-4-1-0-1-7.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
rapsavedme-4-1-0-1-8.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
rapsavedme-4-1-0-1-9.wav,./train_data/rapsavedme-4-1-0-1,4,1,0,1
circoloco-0-1-3-1-0.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
circoloco-0-1-3-1-1.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
circoloco-0-1-3-1-2.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
circoloco-0-1-3-1-3.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
circoloco-0-1-3-1-4.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
circoloco-0-1-3-1-5.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
circoloco-0-1-3-1-6.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
circoloco-0-1-3-1-7.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
circoloco-0-1-3-1-8.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
circoloco-0-1-3-1-9.wav,./train_data/circoloco-0-1-3-1,0,1,3,1
shegonwink-4-1-3-0-0.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
shegonwink-4-1-3-0-1.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
shegonwink-4-1-3-0-2.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
shegonwink-4-1-3-0-3.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
shegonwink-4-1-3-0-4.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
shegonwink-4-1-3-0-5.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
shegonwink-4-1-3-0-6.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
shegonwink-4-1-3-0-7.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
shegonwink-4-1-3-0-8.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
shegonwink-4-1-3-0-9.wav,./train_data/shegonwink-4-1-3-0,4,1,3,0
goodintentionsintro-6-10-2-0-0.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
goodintentionsintro-6-10-2-0-1.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
goodintentionsintro-6-10-2-0-2.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
goodintentionsintro-6-10-2-0-3.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
goodintentionsintro-6-10-2-0-4.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
goodintentionsintro-6-10-2-0-5.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
goodintentionsintro-6-10-2-0-6.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
goodintentionsintro-6-10-2-0-7.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
goodintentionsintro-6-10-2-0-8.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
goodintentionsintro-6-10-2-0-9.wav,./train_data/goodintentionsintro-6-10-2-0,6,10,2,0
houstonfornication-6-0-2-0-0.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
houstonfornication-6-0-2-0-1.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
houstonfornication-6-0-2-0-2.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
houstonfornication-6-0-2-0-3.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
houstonfornication-6-0-2-0-4.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
houstonfornication-6-0-2-0-5.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
houstonfornication-6-0-2-0-6.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
houstonfornication-6-0-2-0-7.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
houstonfornication-6-0-2-0-8.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
houstonfornication-6-0-2-0-9.wav,./train_data/houstonfornication-6-0-2-0,6,0,2,0
moonrock-4-8-3-1-0.wav,./train_data/moonrock-4-8-3-1,4,8,3,1
moonrock-4-8-3-1-1.wav,./train_data/moonrock-4-8-3-1,4,8,3,1
moonrock-4-8-3-1-2.wav,./train_data/moonrock-4-8-3-1,4,8,3,1
moonrock-4-8-3-1-3.wav,./train_data/moonrock-4-8-3-1,4,8,3,1
moonrock-4-8-3-1-4.wav,./train_data/moonrock-4-8-3-1,4,8,3,1
